model,model_ru,feature,feature_ru,block,block_ru,importance_mean,importance_std,feature_set,validation,n_repeats,n_train,n_test,logreg_coef,logreg_abs_coef,roc_auc_oriented,hedges_g_tbi_minus_control,abs_hedges_g,q_fdr,rank_strict,rank_in_model,importance_positive,in_strict_top_n
logreg,Логистическая регрессия,aper__aperiodic_intercept_log10__parietal,Апериодический компонент · aperiodic intercept log10 · теменная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.13063571786962203,0.13063571786962203,0.8057065217391304,1.1420608092640874,1.1420608092640874,5.515340082025495e-10,12,12,0.0,True
logreg,Логистическая регрессия,aper__aperiodic_intercept_log10__temporal,Апериодический компонент · aperiodic intercept log10 · височная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.07593555072968425,0.07593555072968425,0.8055555555555556,1.1375749353435916,1.1375749353435916,5.515340082025495e-10,13,13,0.0,True
logreg,Логистическая регрессия,burst__pct_time__occipital_alpha,Ритмические эпизоды · pct time · затылочная область α,burst,Ритмические эпизоды,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.23180716717568287,0.23180716717568287,0.8020833333333333,0.9997637822086023,0.9997637822086023,8.495781504125879e-10,14,14,0.0,True
logreg,Логистическая регрессия,aper__aperiodic_intercept_log10__frontal,Апериодический компонент · aperiodic intercept log10 · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1444762895404557,0.1444762895404557,0.7964975845410628,1.1285406098796067,1.1285406098796067,1.7860226937951565e-09,15,15,0.0,True
logreg,Логистическая регрессия,conn__hub_z_max__dtf_delta,Функциональная связность · максимальный hub z-score · DTF δ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.18942809908912642,0.18942809908912642,0.7916666666666666,1.1237997120696217,1.1237997120696217,3.3395639929717363e-09,16,16,0.0,True
logreg,Логистическая регрессия,conn__clustering__coh_theta,Функциональная связность · кластеризация · coherence θ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.06285077833995603,0.06285077833995603,0.7823067632850241,-0.6759977867116944,0.6759977867116944,1.0565348576228296e-08,17,17,0.0,True
logreg,Логистическая регрессия,spec_shape__spectral_entropy_norm__frontal,Интегральные спектральные характеристики · спектральная энтропия norm · лобная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.049894037716218566,0.049894037716218566,0.7821557971014492,-1.045041959178796,1.045041959178796,1.0565348576228296e-08,18,18,0.0,True
logreg,Логистическая регрессия,spec_shape__spectral_entropy_raw__frontal,Интегральные спектральные характеристики · спектральная энтропия · лобная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.04989403771621765,0.04989403771621765,0.7821557971014492,-1.0450419591787885,1.0450419591787885,1.0565348576228296e-08,19,19,0.0,True
logreg,Логистическая регрессия,conn__clustering__pdc_beta,Функциональная связность · кластеризация · PDC β,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.3534066875535061,0.3534066875535061,0.7777777777777778,1.067154377275833,1.067154377275833,1.7677359688023226e-08,20,20,0.0,True
logreg,Логистическая регрессия,dfa__dfa_exp__frontal_alpha,Долговременные корреляции · dfa exp · лобная область α,dfa,Долговременные корреляции,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1221014172093764,0.1221014172093764,0.7776268115942029,1.042285237626885,1.042285237626885,1.7677359688023226e-08,21,21,0.0,True
logreg,Логистическая регрессия,dfa__dfa_exp__occipital_alpha,Долговременные корреляции · dfa exp · затылочная область α,dfa,Долговременные корреляции,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.19360333325927018,0.19360333325927018,0.7768719806763286,1.0969821672769275,1.0969821672769275,1.8622578989888503e-08,22,22,0.0,True
logreg,Логистическая регрессия,conn__hub_z_max__plv_beta,Функциональная связность · максимальный hub z-score · PLV β,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.2478008299119807,0.2478008299119807,0.776268115942029,-1.066771737493484,1.066771737493484,1.8707026878628353e-08,23,23,0.0,True
logreg,Логистическая регрессия,aper__aperiodic_exponent__frontal,Апериодический компонент · экспонента 1/f · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.173338025657065,0.173338025657065,0.7758152173913043,0.9693323545586681,0.9693323545586681,1.8707026878628353e-08,24,24,0.0,True
logreg,Логистическая регрессия,aper__aperiodic_slope__frontal,Апериодический компонент · наклон 1/f · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.173338025657065,0.173338025657065,0.7758152173913043,-0.9693323545586681,0.9693323545586681,1.8707026878628353e-08,25,25,0.0,True
logreg,Логистическая регрессия,aper__aperiodic_intercept_log10__central,Апериодический компонент · aperiodic intercept log10 · центральная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.11943832785060221,0.11943832785060221,0.7743055555555556,1.0490147568707586,1.0490147568707586,2.2011209754442993e-08,26,26,0.0,True
logreg,Логистическая регрессия,spec_shape__spectral_entropy_raw__central,Интегральные спектральные характеристики · спектральная энтропия · центральная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.052400677342211495,0.052400677342211495,0.7732487922705313,-1.0081510450692717,1.0081510450692717,2.3441782877667187e-08,27,27,0.0,True
logreg,Логистическая регрессия,spec_shape__spectral_entropy_norm__central,Интегральные спектральные характеристики · спектральная энтропия norm · центральная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.052400677342212015,0.052400677342212015,0.7732487922705313,-1.0081510450692663,1.0081510450692663,2.3441782877667187e-08,28,28,0.0,True
logreg,Логистическая регрессия,dfa__dfa_exp__parietal_alpha,Долговременные корреляции · dfa exp · теменная область α,dfa,Долговременные корреляции,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1750608565798002,0.1750608565798002,0.7715881642512078,1.0199965450147548,1.0199965450147548,2.8231835211831212e-08,29,29,0.0,True
logreg,Логистическая регрессия,conn__global_efficiency__plv_theta,Функциональная связность · глобальная эффективность · PLV θ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.16523262790170498,0.16523262790170498,0.7697765700483092,-0.9378487017738449,0.9378487017738449,3.469544755493704e-08,30,30,0.0,True
rf,Случайный лес,event__z_peak,"Пиковая амплитуда события, z",event,Транзиентные события,0.0032581453634085637,0.009347396590963172,all_clean_features,exploratory_holdout,30,131,33,-0.7016447616205195,0.7016447616205195,0.964975845410628,-2.3302479574189605,2.3302479574189605,5.729587184044175e-22,1,1,0.0032581453634085637,True
rf,Случайный лес,event__n_involved_ch,Число вовлечённых каналов события,event,Транзиентные события,0.0011278195488721888,0.001722772817652584,all_clean_features,exploratory_holdout,30,131,33,0.2189816450674021,0.2189816450674021,0.8408061594202899,1.1307276973039035,1.1307276973039035,3.887498532653169e-12,2,2,0.0011278195488721888,True
rf,Случайный лес,conn__clustering__plv_theta,Функциональная связность · кластеризация · PLV θ,conn,Функциональная связность,0.001002506265664164,0.0043337384626041435,all_clean_features,exploratory_holdout,30,131,33,-0.22868210368335912,0.22868210368335912,0.8691123188405797,-1.3512420460605923,1.3512420460605923,4.139794683171406e-14,3,3,0.001002506265664164,True
rf,Случайный лес,event__peak_to_peak_uv,Транзиентные события · peak to peak uv,event,Транзиентные события,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1054171407532542,0.1054171407532542,0.8159722222222223,0.9720211555015174,0.9720211555015174,1.5444586928952428e-10,4,4,0.0,True
rf,Случайный лес,conn__hub_z_max__plv_delta,Функциональная связность · максимальный hub z-score · PLV δ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.15702961654229272,0.15702961654229272,0.8132548309178744,-1.129118548691132,1.129118548691132,2.0895719811778526e-10,5,5,0.0,True
rf,Случайный лес,aper__aperiodic_intercept_log10__parietal,Апериодический компонент · aperiodic intercept log10 · теменная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.13063571786962203,0.13063571786962203,0.8057065217391304,1.1420608092640874,1.1420608092640874,5.515340082025495e-10,6,6,0.0,True
rf,Случайный лес,aper__aperiodic_intercept_log10__temporal,Апериодический компонент · aperiodic intercept log10 · височная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.07593555072968425,0.07593555072968425,0.8055555555555556,1.1375749353435916,1.1375749353435916,5.515340082025495e-10,7,7,0.0,True
rf,Случайный лес,burst__pct_time__occipital_alpha,Ритмические эпизоды · pct time · затылочная область α,burst,Ритмические эпизоды,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.23180716717568287,0.23180716717568287,0.8020833333333333,0.9997637822086023,0.9997637822086023,8.495781504125879e-10,8,8,0.0,True
rf,Случайный лес,aper__aperiodic_intercept_log10__frontal,Апериодический компонент · aperiodic intercept log10 · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1444762895404557,0.1444762895404557,0.7964975845410628,1.1285406098796067,1.1285406098796067,1.7860226937951565e-09,9,9,0.0,True
rf,Случайный лес,conn__hub_z_max__dtf_delta,Функциональная связность · максимальный hub z-score · DTF δ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.18942809908912642,0.18942809908912642,0.7916666666666666,1.1237997120696217,1.1237997120696217,3.3395639929717363e-09,10,10,0.0,True
rf,Случайный лес,conn__clustering__coh_theta,Функциональная связность · кластеризация · coherence θ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.06285077833995603,0.06285077833995603,0.7823067632850241,-0.6759977867116944,0.6759977867116944,1.0565348576228296e-08,11,11,0.0,True
rf,Случайный лес,spec_shape__spectral_entropy_norm__frontal,Интегральные спектральные характеристики · спектральная энтропия norm · лобная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.049894037716218566,0.049894037716218566,0.7821557971014492,-1.045041959178796,1.045041959178796,1.0565348576228296e-08,12,12,0.0,True
rf,Случайный лес,spec_shape__spectral_entropy_raw__frontal,Интегральные спектральные характеристики · спектральная энтропия · лобная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.04989403771621765,0.04989403771621765,0.7821557971014492,-1.0450419591787885,1.0450419591787885,1.0565348576228296e-08,13,13,0.0,True
rf,Случайный лес,conn__clustering__pdc_beta,Функциональная связность · кластеризация · PDC β,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.3534066875535061,0.3534066875535061,0.7777777777777778,1.067154377275833,1.067154377275833,1.7677359688023226e-08,14,14,0.0,True
rf,Случайный лес,dfa__dfa_exp__frontal_alpha,Долговременные корреляции · dfa exp · лобная область α,dfa,Долговременные корреляции,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1221014172093764,0.1221014172093764,0.7776268115942029,1.042285237626885,1.042285237626885,1.7677359688023226e-08,15,15,0.0,True
rf,Случайный лес,dfa__dfa_exp__occipital_alpha,Долговременные корреляции · dfa exp · затылочная область α,dfa,Долговременные корреляции,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.19360333325927018,0.19360333325927018,0.7768719806763286,1.0969821672769275,1.0969821672769275,1.8622578989888503e-08,16,16,0.0,True
rf,Случайный лес,conn__hub_z_max__plv_beta,Функциональная связность · максимальный hub z-score · PLV β,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.2478008299119807,0.2478008299119807,0.776268115942029,-1.066771737493484,1.066771737493484,1.8707026878628353e-08,17,17,0.0,True
rf,Случайный лес,aper__aperiodic_exponent__frontal,Апериодический компонент · экспонента 1/f · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.173338025657065,0.173338025657065,0.7758152173913043,0.9693323545586681,0.9693323545586681,1.8707026878628353e-08,18,18,0.0,True
rf,Случайный лес,aper__aperiodic_slope__frontal,Апериодический компонент · наклон 1/f · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.173338025657065,0.173338025657065,0.7758152173913043,-0.9693323545586681,0.9693323545586681,1.8707026878628353e-08,19,19,0.0,True
rf,Случайный лес,aper__aperiodic_intercept_log10__central,Апериодический компонент · aperiodic intercept log10 · центральная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.11943832785060221,0.11943832785060221,0.7743055555555556,1.0490147568707586,1.0490147568707586,2.2011209754442993e-08,20,20,0.0,True
rf,Случайный лес,spec_shape__spectral_entropy_raw__central,Интегральные спектральные характеристики · спектральная энтропия · центральная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.052400677342211495,0.052400677342211495,0.7732487922705313,-1.0081510450692717,1.0081510450692717,2.3441782877667187e-08,21,21,0.0,True
rf,Случайный лес,spec_shape__spectral_entropy_norm__central,Интегральные спектральные характеристики · спектральная энтропия norm · центральная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.052400677342212015,0.052400677342212015,0.7732487922705313,-1.0081510450692663,1.0081510450692663,2.3441782877667187e-08,22,22,0.0,True
rf,Случайный лес,dfa__dfa_exp__parietal_alpha,Долговременные корреляции · dfa exp · теменная область α,dfa,Долговременные корреляции,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1750608565798002,0.1750608565798002,0.7715881642512078,1.0199965450147548,1.0199965450147548,2.8231835211831212e-08,23,23,0.0,True
rf,Случайный лес,conn__global_efficiency__plv_theta,Функциональная связность · глобальная эффективность · PLV θ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.16523262790170498,0.16523262790170498,0.7697765700483092,-0.9378487017738449,0.9378487017738449,3.469544755493704e-08,24,24,0.0,True
rf,Случайный лес,aper__aperiodic_exponent__parietal,Апериодический компонент · экспонента 1/f · теменная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.011166359374353075,0.011166359374353075,0.7673611111111112,0.9890745135324296,0.9890745135324296,4.463795683076409e-08,25,25,0.0,True
rf,Случайный лес,aper__aperiodic_slope__parietal,Апериодический компонент · наклон 1/f · теменная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.011166359374353075,0.011166359374353075,0.7673611111111112,-0.9890745135324296,0.9890745135324296,4.463795683076409e-08,26,26,0.0,True
rf,Случайный лес,conn__global_efficiency__pdc_beta,Функциональная связность · глобальная эффективность · PDC β,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.28370723194239844,0.28370723194239844,0.7604166666666666,-0.9503946936191081,0.9503946936191081,1.03706992272243e-07,27,27,0.0,True
rf,Случайный лес,conn__hub_z_max__coh_delta,Функциональная связность · максимальный hub z-score · coherence δ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.09881070793925507,0.09881070793925507,0.7586050724637682,-0.9479797066387464,0.9479797066387464,1.2695350882579458e-07,28,28,0.0,True
rf,Случайный лес,burst__pct_time__frontal_alpha,Ритмические эпизоды · pct time · лобная область α,burst,Ритмические эпизоды,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.19130135927517022,0.19130135927517022,0.7580012077294687,0.951274927971627,0.951274927971627,1.3312058525082866e-07,29,29,0.0,True
rf,Случайный лес,aper__aperiodic_exponent__temporal,Апериодический компонент · экспонента 1/f · височная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.01993909503333305,0.01993909503333305,0.7570954106280193,0.9890803146166957,0.9890803146166957,1.411494995852662e-07,30,30,0.0,True
svc_rbf,SVM с RBF-ядром,conn__small_worldness__pdc_delta,Функциональная связность · мера маломирности · PDC δ,conn,Функциональная связность,0.001253132832080191,0.0031202755884683396,all_clean_features,exploratory_holdout,30,131,33,0.23678985598641306,0.23678985598641306,0.6239432367149759,0.4714922902793102,0.4714922902793102,0.004870847880610348,1,1,0.001253132832080191,True
svc_rbf,SVM с RBF-ядром,conn__small_worldness__dtf_alpha,Функциональная связность · мера маломирности · DTF α,conn,Функциональная связность,0.00012531328320802097,0.0015296435608688965,all_clean_features,exploratory_holdout,30,131,33,-0.08231958216359636,0.08231958216359636,0.6111111111111112,-0.121719277645703,0.121719277645703,0.024546948880479858,2,2,0.00012531328320802097,True
svc_rbf,SVM с RBF-ядром,event__z_peak,"Пиковая амплитуда события, z",event,Транзиентные события,0.0,0.003631923996538733,all_clean_features,exploratory_holdout,30,131,33,-0.7016447616205195,0.7016447616205195,0.964975845410628,-2.3302479574189605,2.3302479574189605,5.729587184044175e-22,3,3,0.0,True
svc_rbf,SVM с RBF-ядром,event__spike_to_slow_ratio,Транзиентные события · spike to slow ratio,event,Транзиентные события,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.24409455119612666,0.24409455119612666,0.9202898550724639,1.0829277517849636,1.0829277517849636,2.8943409230170134e-18,4,4,0.0,True
svc_rbf,SVM с RBF-ядром,conn__clustering__plv_theta,Функциональная связность · кластеризация · PLV θ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.22868210368335912,0.22868210368335912,0.8691123188405797,-1.3512420460605923,1.3512420460605923,4.139794683171406e-14,5,5,0.0,True
svc_rbf,SVM с RBF-ядром,event__n_involved_ch,Число вовлечённых каналов события,event,Транзиентные события,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.2189816450674021,0.2189816450674021,0.8408061594202899,1.1307276973039035,1.1307276973039035,3.887498532653169e-12,6,6,0.0,True
svc_rbf,SVM с RBF-ядром,event__line_length_uv,Транзиентные события · line length uv,event,Транзиентные события,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.08306116902098093,0.08306116902098093,0.8331823671497585,0.5497899025899595,0.5497899025899595,1.3276232018551686e-11,7,7,0.0,True
svc_rbf,SVM с RBF-ядром,event__slow_peak_uv,Транзиентные события · slow peak uv,event,Транзиентные события,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.12091430795266556,0.12091430795266556,0.8194444444444445,1.0803857516580142,1.0803857516580142,1.0267203285724793e-10,8,8,0.0,True
svc_rbf,SVM с RBF-ядром,event__peak_to_peak_uv,Транзиентные события · peak to peak uv,event,Транзиентные события,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1054171407532542,0.1054171407532542,0.8159722222222223,0.9720211555015174,0.9720211555015174,1.5444586928952428e-10,9,9,0.0,True
svc_rbf,SVM с RBF-ядром,conn__hub_z_max__plv_delta,Функциональная связность · максимальный hub z-score · PLV δ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.15702961654229272,0.15702961654229272,0.8132548309178744,-1.129118548691132,1.129118548691132,2.0895719811778526e-10,10,10,0.0,True
svc_rbf,SVM с RBF-ядром,aper__aperiodic_intercept_log10__parietal,Апериодический компонент · aperiodic intercept log10 · теменная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.13063571786962203,0.13063571786962203,0.8057065217391304,1.1420608092640874,1.1420608092640874,5.515340082025495e-10,11,11,0.0,True
svc_rbf,SVM с RBF-ядром,aper__aperiodic_intercept_log10__temporal,Апериодический компонент · aperiodic intercept log10 · височная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.07593555072968425,0.07593555072968425,0.8055555555555556,1.1375749353435916,1.1375749353435916,5.515340082025495e-10,12,12,0.0,True
svc_rbf,SVM с RBF-ядром,burst__pct_time__occipital_alpha,Ритмические эпизоды · pct time · затылочная область α,burst,Ритмические эпизоды,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.23180716717568287,0.23180716717568287,0.8020833333333333,0.9997637822086023,0.9997637822086023,8.495781504125879e-10,13,13,0.0,True
svc_rbf,SVM с RBF-ядром,aper__aperiodic_intercept_log10__frontal,Апериодический компонент · aperiodic intercept log10 · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1444762895404557,0.1444762895404557,0.7964975845410628,1.1285406098796067,1.1285406098796067,1.7860226937951565e-09,14,14,0.0,True
svc_rbf,SVM с RBF-ядром,conn__hub_z_max__dtf_delta,Функциональная связность · максимальный hub z-score · DTF δ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.18942809908912642,0.18942809908912642,0.7916666666666666,1.1237997120696217,1.1237997120696217,3.3395639929717363e-09,15,15,0.0,True
svc_rbf,SVM с RBF-ядром,conn__clustering__coh_theta,Функциональная связность · кластеризация · coherence θ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.06285077833995603,0.06285077833995603,0.7823067632850241,-0.6759977867116944,0.6759977867116944,1.0565348576228296e-08,16,16,0.0,True
svc_rbf,SVM с RBF-ядром,spec_shape__spectral_entropy_norm__frontal,Интегральные спектральные характеристики · спектральная энтропия norm · лобная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.049894037716218566,0.049894037716218566,0.7821557971014492,-1.045041959178796,1.045041959178796,1.0565348576228296e-08,17,17,0.0,True
svc_rbf,SVM с RBF-ядром,spec_shape__spectral_entropy_raw__frontal,Интегральные спектральные характеристики · спектральная энтропия · лобная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.04989403771621765,0.04989403771621765,0.7821557971014492,-1.0450419591787885,1.0450419591787885,1.0565348576228296e-08,18,18,0.0,True
svc_rbf,SVM с RBF-ядром,dfa__dfa_exp__frontal_alpha,Долговременные корреляции · dfa exp · лобная область α,dfa,Долговременные корреляции,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1221014172093764,0.1221014172093764,0.7776268115942029,1.042285237626885,1.042285237626885,1.7677359688023226e-08,19,19,0.0,True
svc_rbf,SVM с RBF-ядром,dfa__dfa_exp__occipital_alpha,Долговременные корреляции · dfa exp · затылочная область α,dfa,Долговременные корреляции,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.19360333325927018,0.19360333325927018,0.7768719806763286,1.0969821672769275,1.0969821672769275,1.8622578989888503e-08,20,20,0.0,True
svc_rbf,SVM с RBF-ядром,conn__hub_z_max__plv_beta,Функциональная связность · максимальный hub z-score · PLV β,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.2478008299119807,0.2478008299119807,0.776268115942029,-1.066771737493484,1.066771737493484,1.8707026878628353e-08,21,21,0.0,True
svc_rbf,SVM с RBF-ядром,aper__aperiodic_exponent__frontal,Апериодический компонент · экспонента 1/f · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.173338025657065,0.173338025657065,0.7758152173913043,0.9693323545586681,0.9693323545586681,1.8707026878628353e-08,22,22,0.0,True
svc_rbf,SVM с RBF-ядром,aper__aperiodic_slope__frontal,Апериодический компонент · наклон 1/f · лобная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.173338025657065,0.173338025657065,0.7758152173913043,-0.9693323545586681,0.9693323545586681,1.8707026878628353e-08,23,23,0.0,True
svc_rbf,SVM с RBF-ядром,aper__aperiodic_intercept_log10__central,Апериодический компонент · aperiodic intercept log10 · центральная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.11943832785060221,0.11943832785060221,0.7743055555555556,1.0490147568707586,1.0490147568707586,2.2011209754442993e-08,24,24,0.0,True
