feature,coef_mean,coef_std,coef_min,coef_max,n_positive,n_negative,n_folds,sign_stability,odds_ratio_per_1sd,direction
event__propagation_ms,1.5743646894807983,0.09682469675130534,1.4795540755929428,1.7305100254944086,5,0,5,1.0,4.82767357182898,увеличивает вероятность ЧМТ
event__z_peak,-1.941999955595469,0.23561516131548782,-2.3027868980628394,-1.7418029481603854,0,5,5,1.0,0.14341683546289474,снижает вероятность ЧМТ
