model,model_ru,n_features,feature_set,validation,metric,value,ci_low,ci_high,value_ci
logreg,Логистическая регрессия,2,event_compact,holdout,f1,0.8333333333333334,0.6814393939393939,0.9474342105263154,0.833 [0.681; 0.947]
logreg,Логистическая регрессия,2,event_compact,holdout,mcc,0.6394449716263073,0.35883578891077916,0.8806305718527109,0.639 [0.359; 0.881]
rf,Случайный лес,2,event_compact,cv_oof,roc_auc,0.9820350241545894,0.9636358832894159,0.9957862907744627,0.982 [0.964; 0.996]
rf,Случайный лес,2,event_compact,cv_oof,balanced_accuracy,0.9450483091787439,0.9072939211312947,0.9788805751173709,0.945 [0.907; 0.979]
rf,Случайный лес,2,event_compact,cv_oof,sensitivity,0.9456521739130435,0.8953335373317014,0.9887640449438202,0.946 [0.895; 0.989]
rf,Случайный лес,2,event_compact,cv_oof,specificity,0.9444444444444444,0.8888888888888888,0.9873457278481013,0.944 [0.889; 0.987]
rf,Случайный лес,2,event_compact,cv_oof,f1,0.9508196721311475,0.9154186693650392,0.9805871919342793,0.951 [0.915; 0.981]
rf,Случайный лес,2,event_compact,cv_oof,mcc,0.8888228003772927,0.8127873324657651,0.9523532664857335,0.889 [0.813; 0.952]
rf,Случайный лес,2,event_compact,holdout,roc_auc,0.9154135338345863,0.7995535714285715,1.0,0.915 [0.800; 1.000]
rf,Случайный лес,2,event_compact,holdout,balanced_accuracy,0.849624060150376,0.7161654135338347,0.96875,0.850 [0.716; 0.969]
rf,Случайный лес,2,event_compact,holdout,sensitivity,0.8421052631578947,0.65,1.0,0.842 [0.650; 1.000]
rf,Случайный лес,2,event_compact,holdout,specificity,0.8571428571428571,0.6428571428571429,1.0,0.857 [0.643; 1.000]
rf,Случайный лес,2,event_compact,holdout,f1,0.8648648648648649,0.7272727272727273,0.9714285714285714,0.865 [0.727; 0.971]
rf,Случайный лес,2,event_compact,holdout,mcc,0.6940491774014498,0.4259829453048118,0.9376144618769908,0.694 [0.426; 0.938]
svc_rbf,SVM с RBF-ядром,2,event_compact,cv_oof,roc_auc,0.9769021739130435,0.949708712723951,0.9973166368515206,0.977 [0.950; 0.997]
svc_rbf,SVM с RBF-ядром,2,event_compact,cv_oof,balanced_accuracy,0.9450483091787439,0.9062886657216512,0.9806763285024154,0.945 [0.906; 0.981]
svc_rbf,SVM с RBF-ядром,2,event_compact,cv_oof,sensitivity,0.9456521739130435,0.8935980243161094,0.9891304347826086,0.946 [0.894; 0.989]
svc_rbf,SVM с RBF-ядром,2,event_compact,cv_oof,specificity,0.9444444444444444,0.8840344438170525,0.9871794871794872,0.944 [0.884; 0.987]
svc_rbf,SVM с RBF-ядром,2,event_compact,cv_oof,f1,0.9508196721311475,0.9139072847682119,0.9824561403508771,0.951 [0.914; 0.982]
svc_rbf,SVM с RBF-ядром,2,event_compact,cv_oof,mcc,0.8888228003772927,0.8109298378284199,0.962311434911926,0.889 [0.811; 0.962]
svc_rbf,SVM с RBF-ядром,2,event_compact,holdout,roc_auc,0.8721804511278195,0.7222117794486216,0.9849624060150376,0.872 [0.722; 0.985]
svc_rbf,SVM с RBF-ядром,2,event_compact,holdout,balanced_accuracy,0.849624060150376,0.7194802222948675,0.9616071428571425,0.850 [0.719; 0.962]
svc_rbf,SVM с RBF-ядром,2,event_compact,holdout,sensitivity,0.8421052631578947,0.6666666666666666,1.0,0.842 [0.667; 1.000]
svc_rbf,SVM с RBF-ядром,2,event_compact,holdout,specificity,0.8571428571428571,0.6428571428571429,1.0,0.857 [0.643; 1.000]
svc_rbf,SVM с RBF-ядром,2,event_compact,holdout,f1,0.8648648648648649,0.7272727272727273,0.967741935483871,0.865 [0.727; 0.968]
svc_rbf,SVM с RBF-ядром,2,event_compact,holdout,mcc,0.6940491774014498,0.43355498476206,0.9354143466934854,0.694 [0.434; 0.935]
