model,model_ru,feature,feature_ru,block,block_ru,importance_mean,importance_std,feature_set,validation,n_repeats,n_train,n_test,logreg_coef,logreg_abs_coef,roc_auc_oriented,hedges_g_tbi_minus_control,abs_hedges_g,q_fdr,rank_strict,rank_in_model,importance_positive
logreg,Логистическая регрессия,conn__mean_strength__plv_theta,Функциональная связность · mean strength · PLV θ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.09890250376409526,0.09890250376409526,0.7361111111111112,-0.7592799904636308,0.7592799904636308,1.4466585547147826e-06,46,46,0.0
logreg,Логистическая регрессия,aper__aperiodic_intercept_log10__occipital,Апериодический компонент · aperiodic intercept log10 · затылочная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.04492754237440588,0.04492754237440588,0.7356582125603865,0.8614408481124481,0.8614408481124481,1.4933142530569576e-06,47,47,0.0
logreg,Логистическая регрессия,aper__aperiodic_exponent__central,Апериодический компонент · экспонента 1/f · центральная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.09655774510671421,0.09655774510671421,0.7339975845410628,0.9095961341514031,0.9095961341514031,1.7397610555729624e-06,48,48,0.0
logreg,Логистическая регрессия,aper__aperiodic_slope__central,Апериодический компонент · наклон 1/f · центральная область,aper,Апериодический компонент,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.09655774510671421,0.09655774510671421,0.7339975845410628,-0.9095961341514031,0.9095961341514031,1.7397610555729624e-06,49,49,0.0
logreg,Логистическая регрессия,conn__asymmetry__pdc_beta,Функциональная связность · асимметрия · PDC β,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.21000916488896848,0.21000916488896848,0.7311292270531401,-0.8548326794879458,0.8548326794879458,2.331547447303809e-06,50,50,0.0
logreg,Логистическая регрессия,conn__n_hubs__plv_delta,Функциональная связность · n hubs · PLV δ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.05976474747255861,0.05976474747255861,0.7298460144927537,-0.9662551376690595,0.9662551376690595,2.3225237482741015e-07,51,51,0.0
logreg,Логистическая регрессия,event__auc_abs_uvs,Транзиентные события · auc abs uvs,event,Транзиентные события,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.05076136258410101,0.05076136258410101,0.7297705314009663,0.6729617247212687,0.6729617247212687,2.6735628200454034e-06,52,52,0.0
logreg,Логистическая регрессия,event__sharpness_uv,Транзиентные события · sharpness uv,event,Транзиентные события,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.11959615138773273,0.11959615138773273,0.7294685990338163,0.5980659462960258,0.5980659462960258,2.7155099153961007e-06,53,53,0.0
logreg,Логистическая регрессия,conn__global_efficiency__pdc_alpha,Функциональная связность · глобальная эффективность · PDC α,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.1732430300364377,0.1732430300364377,0.728713768115942,-0.9096515882681813,0.9096515882681813,2.9056049884386746e-06,54,54,0.0
logreg,Логистическая регрессия,spec_shape__sef95_hz__temporal,Интегральные спектральные характеристики · SEF95 hz · височная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.1328002438314973,0.1328002438314973,0.7252415458937198,-0.832347289726649,0.832347289726649,4.229573812176755e-06,55,55,0.0
