feature,feature_ru,block,block_ru,n_models_top_n,mean_rank,best_rank,mean_importance,max_importance,models_top_n,roc_auc_oriented,hedges_g_tbi_minus_control,abs_hedges_g,q_fdr
conn__modularity__wpli_alpha,Связность · modularity · wpli alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5258907004830918,0.25330523168781793,0.25330523168781793,0.5889834410825886
conn__modularity__wpli_beta,Связность · modularity · wpli beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5000754830917875,0.10782513398674289,0.10782513398674289,1.0
conn__modularity__wpli_delta,Связность · modularity · wpli delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5593297101449275,0.31339285112315196,0.31339285112315196,0.20988166152461404
conn__modularity__wpli_theta,Связность · modularity · wpli theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5736714975845411,0.35462960296200824,0.35462960296200824,0.12498185754863855
conn__n_hubs__coh_alpha,Связность · n hubs · coh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5486111111111112,-0.037264280384176326,0.037264280384176326,0.2694972502818494
conn__n_hubs__coh_beta,Связность · n hubs · coh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6086956521739131,-0.4929939727408689,0.4929939727408689,0.004887030099482809
conn__n_hubs__coh_delta,Связность · n hubs · coh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7225241545893719,-0.9643291397142586,0.9643291397142586,8.273645263685615e-08
conn__n_hubs__coh_theta,Связность · n hubs · coh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5971467391304348,-0.5104240897771009,0.5104240897771009,0.00597030260596377
conn__n_hubs__dtf_alpha,Связность · n hubs · dtf alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5026419082125604,-0.014911192598790016,0.014911192598790016,0.9133038647402824
conn__n_hubs__dtf_beta,Связность · n hubs · dtf beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5031702898550725,-0.09972820585704745,0.09972820585704745,0.9188856021071853
conn__n_hubs__dtf_theta,Связность · n hubs · dtf theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5092844202898551,-0.09455767169014667,0.09455767169014667,0.5562011686290798
conn__n_hubs__imcoh_beta,Связность · n hubs · imcoh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5086805555555556,-0.15350234057373213,0.15350234057373213,0.7860115068655762
conn__n_hubs__imcoh_delta,Связность · n hubs · imcoh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5384963768115942,-0.21506822091984812,0.21506822091984812,0.21206525762412815
conn__n_hubs__imcoh_theta,Связность · n hubs · imcoh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5312500000000001,0.1427190871390234,0.1427190871390234,0.30218907505178993
conn__n_hubs__pdc_alpha,Связность · n hubs · pdc alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5335899758454107,-0.2726429127438789,0.2726429127438789,0.20292029256268737
conn__n_hubs__pdc_beta,Связность · n hubs · pdc beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5217391304347826,-0.11790258237406172,0.11790258237406172,0.35008303104166155
conn__n_hubs__pdc_delta,Связность · n hubs · pdc delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5147192028985508,0.1671051667596157,0.1671051667596157,0.5446529078398751
conn__n_hubs__pdc_theta,Связность · n hubs · pdc theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5534420289855072,-0.3790397329850952,0.3790397329850952,0.04663087540865663
conn__n_hubs__plv_alpha,Связность · n hubs · plv alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6022041062801933,-0.3189726877401155,0.3189726877401155,0.019088372495287293
conn__n_hubs__plv_beta,Связность · n hubs · plv beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7003321256038647,-0.7873692003314003,0.7873692003314003,7.108471613003708e-06
conn__n_hubs__plv_delta,Связность · n hubs · plv delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7298460144927537,-0.9662551376690595,0.9662551376690595,2.3302397740158756e-07
conn__n_hubs__plv_theta,Связность · n hubs · plv theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6722524154589372,-0.6844531822057338,0.6844531822057338,5.019909548310007e-05
conn__n_hubs__wpli_alpha,Связность · n hubs · wpli alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5326086956521738,-0.2261677172937982,0.2261677172937982,0.47766832490667116
conn__n_hubs__wpli_beta,Связность · n hubs · wpli beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5348731884057971,-0.2645757506832362,0.2645757506832362,0.43883982359967105
conn__n_hubs__wpli_delta,Связность · n hubs · wpli delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5144927536231884,-0.036523364738346525,0.036523364738346525,0.7527703665468083
conn__n_hubs__wpli_theta,Связность · n hubs · wpli theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5070954106280193,-0.10306620600844132,0.10306620600844132,0.8738703917055458
conn__small_worldness__coh_alpha,Связность · small worldness · coh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5333635265700484,0.11741622525292482,0.11741622525292482,0.5708601753406319
conn__small_worldness__coh_beta,Связность · small worldness · coh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5264945652173914,0.14989768859159566,0.14989768859159566,0.6578513414105214
conn__small_worldness__coh_delta,Связность · small worldness · coh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5554045893719807,0.002861356367321625,0.002861356367321625,0.31993953002828046
conn__small_worldness__coh_theta,Связность · small worldness · coh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5288345410628019,0.09989564303476042,0.09989564303476042,0.6251912355527286
conn__small_worldness__dtf_beta,Связность · small worldness · dtf beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.557367149758454,0.3690721508590809,0.3690721508590809,0.2459038856121523
conn__small_worldness__dtf_delta,Связность · small worldness · dtf delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6256038647342995,-0.255188850481779,0.255188850481779,0.007235492049488602
conn__small_worldness__dtf_theta,Связность · small worldness · dtf theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5797101449275363,-0.12735337388559206,0.12735337388559206,0.103040190816027
conn__small_worldness__imcoh_alpha,Связность · small worldness · imcoh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5107185990338164,0.02800973461677727,0.02800973461677727,0.8284253635361202
conn__small_worldness__imcoh_beta,Связность · small worldness · imcoh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.522493961352657,0.10803950768089973,0.10803950768089973,0.6761237928349926
conn__small_worldness__imcoh_delta,Связность · small worldness · imcoh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5353260869565217,0.006731030330368189,0.006731030330368189,0.5079485354921288
conn__small_worldness__imcoh_theta,Связность · small worldness · imcoh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.545138888888889,-0.0935913256005585,0.0935913256005585,0.3754756098290009
conn__small_worldness__pdc_alpha,Связность · small worldness · pdc alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5452898550724637,0.2764343272684014,0.2764343272684014,0.3292049842147881
conn__small_worldness__pdc_beta,Связность · small worldness · pdc beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5916364734299517,0.4121230012732738,0.4121230012732738,0.030607519408875322
conn__small_worldness__pdc_theta,Связность · small worldness · pdc theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5809178743961352,0.3763457683516663,0.3763457683516663,0.07649189767376882
conn__small_worldness__plv_alpha,Связность · small worldness · plv alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5188707729468598,0.0973441438228957,0.0973441438228957,0.754943811362359
conn__small_worldness__plv_beta,Связность · small worldness · plv beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5406099033816426,0.21900364473247877,0.21900364473247877,0.4842856315198219
conn__small_worldness__plv_delta,Связность · small worldness · plv delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5338919082125604,0.08083227735238362,0.08083227735238362,0.5644927921443645
conn__small_worldness__plv_theta,Связность · small worldness · plv theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5155495169082125,0.12509433902602776,0.12509433902602776,0.7946508884325487
conn__small_worldness__wpli_alpha,Связность · small worldness · wpli alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5696708937198067,-0.11627613825986204,0.11627613825986204,0.18415186578747125
conn__small_worldness__wpli_beta,Связность · small worldness · wpli beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5215881642512077,0.12518627574268898,0.12518627574268898,0.7140049052646532
conn__small_worldness__wpli_delta,Связность · small worldness · wpli delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5318538647342995,-0.017918841042724117,0.017918841042724117,0.5731495012396656
conn__small_worldness__wpli_theta,Связность · small worldness · wpli theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5341183574879227,-0.014678343825527069,0.014678343825527069,0.52871403020082
dfa__dfa_exp__central_alpha,DFA · DFA exp · central alpha,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.712409420289855,0.8017442787829143,0.8017442787829143,1.5880804586671025e-05
dfa__dfa_exp__central_beta,DFA · DFA exp · central beta,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5523852657004831,0.16973080430835039,0.16973080430835039,0.35008303104166155
dfa__dfa_exp__frontal_alpha,DFA · DFA exp · frontal alpha,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7776268115942029,1.042285237626885,1.042285237626885,1.773608845775088e-08
dfa__dfa_exp__frontal_beta,DFA · DFA exp · frontal beta,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5403079710144928,0.12758984216710823,0.12758984216710823,0.4868250448257711
dfa__dfa_exp__occipital_alpha,DFA · DFA exp · occipital alpha,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7768719806763286,1.0969821672769275,1.0969821672769275,1.8684448023077503e-08
dfa__dfa_exp__occipital_beta,DFA · DFA exp · occipital beta,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6708937198067634,0.563525356739438,0.563525356739438,0.0005759837118191965
dfa__dfa_exp__parietal_alpha,DFA · DFA exp · parietal alpha,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7715881642512078,1.0199965450147548,1.0199965450147548,2.8325628684295765e-08
dfa__dfa_exp__parietal_beta,DFA · DFA exp · parietal beta,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6290760869565218,0.4503861776054617,0.4503861776054617,0.011197038351268068
dfa__dfa_exp__temporal_alpha,DFA · DFA exp · temporal alpha,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6769323671497585,0.5709800373884085,0.5709800373884085,0.0003558630254490465
dfa__dfa_exp__temporal_beta,DFA · DFA exp · temporal beta,dfa,DFA,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5202294685990339,0.03426026320377261,0.03426026320377261,0.7417404092559191
event__auc_abs_uvs,События · auc abs uvs,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7297705314009663,0.6729617247212687,0.6729617247212687,2.6824450885505375e-06
event__energy_uv2s,События · energy uv2s,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6592693236714976,0.4195080876406125,0.4195080876406125,0.001408345904366826
event__line_length_uv,События · line length uv,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.8331823671497585,0.5497899025899595,0.5497899025899595,1.3320339101669799e-11
event__lr_index,События · lr index,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5048309178743962,-0.041236724446635106,0.041236724446635106,0.9234446970490824
event__peak_to_peak_uv,События · peak to peak uv,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.8159722222222223,0.9720211555015174,0.9720211555015174,1.549589784898217e-10
event__sharpness_uv,События · sharpness uv,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7294685990338163,0.5980659462960258,0.5980659462960258,2.7245315430220018e-06
event__slope_fall_uvs,События · slope fall uvs,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7404891304347826,-0.5579543084276651,0.5579543084276651,8.823955699574157e-07
event__slope_rise_uvs,События · slope rise uvs,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7468297101449275,0.5935143413376659,0.5935143413376659,4.383988348923776e-07
event__slow_peak_uv,События · slow peak uv,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.8194444444444445,1.0803857516580142,1.0803857516580142,1.0301313595644145e-10
event__spread_rois,События · spread rois,event,События,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.673762077294686,0.7844654110686076,0.7844654110686076,1.9402766545121865e-06
spec_shape__sef95_hz__central,Форма спектра · sef95 hz · central,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7241847826086956,-0.9033915499490599,0.9033915499490599,4.69331749053594e-06
spec_shape__sef95_hz__frontal,Форма спектра · sef95 hz · frontal,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7543780193236715,-0.9746918387024786,0.9746918387024786,1.945059360714217e-07
spec_shape__sef95_hz__occipital,Форма спектра · sef95 hz · occipital,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6154891304347826,-0.458617326136908,0.458617326136908,0.02509998116444823
spec_shape__sef95_hz__parietal,Форма спектра · sef95 hz · parietal,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6909722222222222,-0.756622026328052,0.756622026328052,0.0001066686686594703
spec_shape__sef95_hz__temporal,Форма спектра · sef95 hz · temporal,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7252415458937198,-0.832347289726649,0.832347289726649,4.243625552416544e-06
spec_shape__spectral_entropy_norm__central,Форма спектра · spectral entropy norm · central,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7732487922705313,-1.0081510450692663,1.0081510450692663,2.3519662555001626e-08
spec_shape__spectral_entropy_norm__frontal,Форма спектра · spectral entropy norm · frontal,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7821557971014492,-1.045041959178796,1.045041959178796,1.060044940206294e-08
spec_shape__spectral_entropy_norm__occipital,Форма спектра · spectral entropy norm · occipital,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6284722222222222,-0.48425151198909694,0.48425151198909694,0.011486107855237727
spec_shape__spectral_entropy_norm__parietal,Форма спектра · spectral entropy norm · parietal,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6997282608695652,-0.7483586790795274,0.7483586790795274,4.9297542839306315e-05
spec_shape__spectral_entropy_norm__temporal,Форма спектра · spectral entropy norm · temporal,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.742451690821256,-0.8410157663110327,0.8410157663110327,7.128363562760521e-07
spec_shape__spectral_entropy_raw__central,Форма спектра · spectral entropy raw · central,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7732487922705313,-1.0081510450692717,1.0081510450692717,2.3519662555001626e-08
spec_shape__spectral_entropy_raw__occipital,Форма спектра · spectral entropy raw · occipital,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6284722222222222,-0.48425151198909605,0.48425151198909605,0.011486107855237727
spec_shape__spectral_entropy_raw__parietal,Форма спектра · spectral entropy raw · parietal,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6997282608695652,-0.7483586790795292,0.7483586790795292,4.9297542839306315e-05
spec_shape__spectral_entropy_raw__temporal,Форма спектра · spectral entropy raw · temporal,spec_shape,Форма спектра,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.742451690821256,-0.8410157663110321,0.8410157663110321,7.128363562760521e-07
tfr__value__central_tfr_alpha_cv,Время–частота · value · central Время–частота alpha cv,tfr,Время–частота,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6725543478260869,-0.43727958735177813,0.43727958735177813,0.0005143548093641004
tfr__value__frontal_tfr_alpha_cv,Время–частота · value · frontal Время–частота alpha cv,tfr,Время–частота,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5602355072463768,-0.20622558063242577,0.20622558063242577,0.27637447125453907
tfr__value__occipital_tfr_alpha_cv,Время–частота · value · occipital Время–частота alpha cv,tfr,Время–частота,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5975241545893719,-0.22390863788145954,0.22390863788145954,0.0632174847042145
tfr__value__parietal_tfr_alpha_cv,Время–частота · value · parietal Время–частота alpha cv,tfr,Время–частота,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6111111111111112,-0.29373178620433904,0.29373178620433904,0.031268797152216116
tfr__value__temporal_tfr_alpha_cv,Время–частота · value · temporal Время–частота alpha cv,tfr,Время–частота,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5294384057971016,-0.1811564826932042,0.1811564826932042,0.6175820015122184
event__spike_to_slow_ratio,События · spike to slow ratio,event,События,2,103.33333333333333,4,-0.0002923976608187119,0.0,Логистическая регрессия; SVM с RBF-ядром,0.9202898550724639,1.0829277517849636,1.0829277517849636,2.9039566735918206e-18
conn__n_hubs__imcoh_alpha,Связность · n hubs · imcoh alpha,conn,Связность,2,104.33333333333333,4,-4.177109440267366e-05,0.0,Логистическая регрессия; Случайный лес,0.5095863526570049,0.05283543314574004,0.05283543314574004,0.7181656243424563
burst__rate_per_min__temporal_beta,Вспышки · rate per min · temporal beta,burst,Вспышки,2,104.66666666666667,4,-8.354218880534731e-05,0.0,Логистическая регрессия; Случайный лес,0.6925573671497585,0.6829507703346366,0.6829507703346366,9.499105159550029e-05
conn__clustering__pdc_beta,Связность · clustering · pdc beta,conn,Связность,2,105.0,4,-0.00016708437761069463,0.0,Логистическая регрессия; Случайный лес,0.7777777777777778,1.067154377275833,1.067154377275833,1.773608845775088e-08
conn__n_hubs__dtf_delta,Связность · n hubs · dtf delta,conn,Связность,2,105.66666666666667,4,-0.002380952380952364,0.0,Логистическая регрессия; Случайный лес,0.5015096618357487,0.027216900149808362,0.027216900149808362,0.9133038647402824
event__propagation_ms,"Распространение, мс",event,События,1,202.0,4,-0.0010442773600668378,0.0,Логистическая регрессия,0.9412741545893721,2.2034857008326165,2.2034857008326165,5.3107976252503056e-20
