region,feature,tbi_mean,control_mean,delta_tbi_minus_control,tbi_median,control_median,delta_median_tbi_minus_control,tbi_iqr,control_iqr,hedges_g,rank_biserial,u_stat,p_value,n_tbi,n_control,q_fdr,significant_fdr_0_05
central,alpha_peak_residual_amplitude,0.6696990884445575,0.5313323919073516,0.1383666965372059,0.7172117594580771,0.5526356653991704,0.16457609405890672,0.3583841908479828,0.5297289716072484,0.4213418996585695,0.2584541062801933,4168.0,0.004586742569895038,92,72,0.012231313519720101,True
occipital,alpha_peak_residual_amplitude,0.8576502103839733,0.6863532700440043,0.171296940339969,0.9104944459468667,0.7066103005425362,0.20388414540433053,0.5216049997648051,0.6302498176173739,0.4472763653737844,0.256340579710145,4161.0,0.004930886023834148,92,72,0.012863180931741255,True
frontal,rel_power_alpha,0.3321324682178123,0.2698858340923776,0.062246634125434686,0.3362750247146429,0.239292478082414,0.09698254663222888,0.2255948524156585,0.2188663018269968,0.4223633225757143,0.25120772946859904,4144.0,0.005865898353309334,92,72,0.014964518558526077,True
frontal,rel_power_beta,0.16879817958803303,0.19938678037434873,-0.0305886007863157,0.15407667271735515,0.18214170522384865,-0.028065032506493504,0.08165223059381926,0.10445469201637847,-0.41354033170884713,-0.2506038647342995,2482.0,0.005985807423410431,92,72,0.014964518558526077,True
central,idx_slow_beta,2.4536881660156906,2.0105129986901784,0.4431751673255122,2.314459655241614,1.7392384011462871,0.575221254095327,1.5075210827739496,1.5896237255096874,0.3784089871435545,0.24788647342995174,4133.0,0.006553184323022121,92,72,0.016048614668625602,True
central,spectral_entropy,0.8437484783468926,0.8603637930006602,-0.016615314653767643,0.8462311793814596,0.8638147475740567,-0.0175835681925971,0.03595424728114971,0.06130196974466828,-0.3826011457167589,-0.24154589371980673,2512.0,0.008069391364404009,92,72,0.018986803210362373,True
frontal,spectral_flatness,0.4332803372792344,0.4886236329315078,-0.055343295652273417,0.4204028851183643,0.47095866689167376,-0.05055578177330944,0.17854188828837902,0.2060883552440499,-0.4128608611140513,-0.24154589371980673,2512.0,0.008069391364404009,92,72,0.018986803210362373,True
occipital,rel_power_alpha,0.41514780540231244,0.34656684468087606,0.06858096072143638,0.4207706375133557,0.34128717108570594,0.07948346642764975,0.26182391777606057,0.24983947369382334,0.408955562894583,0.24003623188405787,4107.0,0.00847378345062583,92,72,0.019185924793869807,True
temporal,abs_power_alpha,1.0796821754620329e-11,8.470483362490964e-12,2.3263383921293646e-12,8.92372093944335e-12,5.804980159153312e-12,3.1187407802900387e-12,9.902529725572937e-12,8.60591694461676e-12,0.28919996948853843,0.2403381642512077,4108.0,0.008391484320525864,92,72,0.019185924793869807,True
central,abs_power_alpha,9.260621662492585e-12,7.767863780242435e-12,1.4927578822501502e-12,6.959700076805378e-12,4.021539681893641e-12,2.938160394911737e-12,9.066256518140786e-12,6.967418835558495e-12,0.18323762824473383,0.2373188405797102,4098.0,0.009247576874196826,92,72,0.020361542414749963,True
central,rel_power_alpha,0.33205673419509096,0.28085974063380853,0.05119699356128243,0.3315591331298301,0.24646285599662904,0.08509627713320106,0.19135110005155404,0.19120143398125394,0.37935467251082305,0.23580917874396135,4093.0,0.009704179666125924,92,72,0.020361542414749963,True
frontal,alpha_peak_frequency,9.85552536231884,9.47728587962963,0.37823948268921015,10.0,9.40625,0.59375,1.28125,1.515625,0.3992131059976315,0.23505434782608692,4090.5,0.009885332917839933,92,72,0.020361542414749963,True
frontal,idx_slow_alpha_beta,0.9599811788870273,1.4201391916937398,-0.46015801280671254,0.8582773533399424,1.088262986904005,-0.22998563356406265,0.6882471333151124,0.8260244957107853,-0.47890889724890645,-0.2342995169082126,2536.0,0.010180771207374982,92,72,0.020361542414749963,True
occipital,abs_power_beta,9.571447692772814e-12,8.531376677230246e-12,1.040071015542568e-12,7.405256790700103e-12,6.146921270649943e-12,1.2583355200501596e-12,6.3137940290149495e-12,4.7389400518771515e-12,0.15254987539596496,0.23611111111111116,4094.0,0.009611283282888475,92,72,0.020361542414749963,True
parietal,abs_power_alpha,2.9562575774504e-11,2.3441449710621492e-11,6.121126063882507e-12,2.0743663978037217e-11,1.351777696567681e-11,7.2258870123604075e-12,3.235096245527084e-11,2.241179946094718e-11,0.22072668004082585,0.2342995169082125,4088.0,0.010180771207374982,92,72,0.020361542414749963,True
temporal,idx_log_slow_alpha_beta,-0.06949909869692554,-0.2624898226777528,0.19299072398082723,-0.004279883021892967,-0.2974084812932324,0.2931285982713394,0.6814766596734241,0.6272368771173079,0.38027578897397085,0.23550724637681153,4092.0,0.009797875534585122,92,72,0.020361542414749963,True
central,total_power_1_45,2.620650028825691e-11,2.1540543969653142e-11,4.665956318603767e-12,2.368002809197789e-11,1.6545589884856918e-11,7.13443820712097e-12,1.716561568954668e-11,1.4365059367131897e-11,0.2760235995903118,0.23248792270531404,4082.0,0.010780107493330584,92,72,0.021206768839338853,True
parietal,abs_power_beta,8.043738000963114e-12,6.759662687122007e-12,1.284075313841107e-12,6.317650855326282e-12,4.8301883940664524e-12,1.4874624612598297e-12,5.367058247185621e-12,3.89678679930727e-12,0.24430820986567597,0.2318840579710144,4080.0,0.010986745303465141,92,72,0.02126466832928737,True
temporal,rel_power_delta,0.2932684209353989,0.25457849447750924,0.038689926457889656,0.286175274752361,0.24288672788379764,0.04328854686856334,0.12758720979282628,0.10006503601392389,0.42658636727525495,0.23067632850241537,4076.0,0.011410607321499507,92,72,0.021734490136189537,True
occipital,abs_power_delta,1.2798906903789598e-11,1.041062487678561e-11,2.3882820270039876e-12,1.0102837996248422e-11,8.284518181959062e-12,1.8183198142893603e-12,7.702830915640511e-12,7.294621572373086e-12,0.24958114114167784,0.2185990338164252,4036.0,0.016515240457233498,92,72,0.03096607585731281,True
occipital,total_power_1_45,6.617954906341564e-11,6.260468438039406e-11,3.5748646830215758e-12,5.98503709008998e-11,3.7057006448172494e-11,2.2793364452727306e-11,4.873422676356417e-11,4.878412725369435e-11,0.06405358018669334,0.21407004830917864,4021.0,0.018893637156973536,92,72,0.034880560905181913,True
frontal,sef95,29.201086956521745,31.325231481481485,-2.124144524959739,29.0,30.625,-1.625,8.8125,7.5,-0.38574777078205374,-0.21044685990338163,2615.0,0.02100399824407664,92,72,0.03818908771650298,True
occipital,rel_power_delta,0.21492235282108202,0.246427851552398,-0.03150549873131597,0.19924023872172475,0.24163609974973782,-0.04239586102801307,0.10999283222539624,0.13515795744597675,-0.34466871733662613,-0.20259661835748788,2641.0,0.026302944416003827,92,72,0.04710975119284267,True
central,alpha_peak_amplitude,3.387729139515509e-12,3.2109407593656904e-12,1.7678838014981845e-13,2.665289914115749e-12,1.453184349298671e-12,1.212105564817078e-12,3.2548242814550837e-12,2.7944030452554395e-12,0.05131984851656207,0.19535024154589364,3959.0,0.03217858050186947,92,72,0.05596274869890343,False
occipital,abs_power_gamma,2.6500527776309877e-12,2.43617608557918e-12,2.138766920518077e-13,2.0369110780646996e-12,1.5624456247893213e-12,4.744654532753782e-13,2.0381324571920003e-12,1.5262876371183062e-12,0.07629173867031606,0.19535024154589364,3959.0,0.03217858050186947,92,72,0.05596274869890343,False
