band,channel,tbi_mean,control_mean,delta_tbi_minus_control,hedges_g,p_value,n_tbi,n_control,q_fdr
gamma,FC5,0.0773038570242094,0.11967777932773184,-0.04237392230352244,-0.8083059218375215,3.587607786824993e-06,92,72,5.4078755370201955e-05
gamma,FC6,0.08221315610029874,0.12239613576538685,-0.04018297966508812,-0.7161835771622406,1.7265178306289173e-06,92,72,5.4078755370201955e-05
gamma,FT7,0.0722075534379614,0.10558874541364134,-0.033381191975679944,-0.6456435741822387,0.00017274355978754842,92,72,0.00033397088225592695
gamma,FT8,0.07238283906519691,0.10615985434433098,-0.03377701527913407,-0.7265160339690079,2.5935273940482635e-05,92,72,0.00010114980128263514
gamma,Fp1,0.05814191598532917,0.08565084607141456,-0.02750893008608539,-0.4997111800902033,2.3058321438869373e-05,92,72,0.00010114980128263514
gamma,Fp2,0.06292842964739541,0.08803410420146213,-0.025105674554066718,-0.4284317781244037,3.8377264336078134e-05,92,72,0.00012366007397180732
gamma,Fz,0.03551603465975045,0.04623073862735668,-0.01071470396760623,-0.37025249598988774,0.0005123467662779665,92,72,0.0007820029590558437
gamma,O1,0.048346049454325996,0.06369712688559964,-0.015351077431273646,-0.34066131132041905,0.12136569875779922,92,72,0.12349492154302377
gamma,O2,0.04947769510611464,0.0680298130626086,-0.018552117956493953,-0.3971184453263584,0.14439953364526112,92,72,0.14439953364526112
gamma,Oz,0.046532684523341084,0.06252797204813004,-0.01599528752478896,-0.3861776981842283,0.09328979662231923,92,72,0.09662157507311635
gamma,P1,0.02763638010072953,0.03790743882397343,-0.010271058723243902,-0.44443765620785713,0.0007938494152006358,92,72,0.0011230064897960214
gamma,P2,0.025859117191199217,0.03860386781727779,-0.01274475062607857,-0.5573154065259555,7.6638426276245e-05,92,72,0.00018520953016759207
gamma,P3,0.033714921268027005,0.04817240529054739,-0.014457484022520388,-0.4618673594524906,0.0001574215403770535,92,72,0.0003260874764953251
gamma,P4,0.028760023030785196,0.0478161128377456,-0.019056089806960406,-0.6659771624098073,4.556336049046845e-06,92,72,5.4078755370201955e-05
gamma,P5,0.03948841561601293,0.06658199210239478,-0.027093576486381853,-0.6513294007638329,3.4197614405545115e-05,92,72,0.00011667421385421275
gamma,P6,0.0337417520378938,0.058584463854999394,-0.024842711817105595,-0.6932892997551151,5.4211003615595165e-06,92,72,5.4078755370201955e-05
gamma,P7,0.04654208921196928,0.07873427049951512,-0.03219218128754584,-0.6781240738925469,0.0004936890665888684,92,72,0.0007738909692474152
gamma,P8,0.04072879588097329,0.07121237298199773,-0.030483577101024437,-0.6728550077294225,4.123109144030015e-05,92,72,0.00012586333176512678
gamma,PO3,0.03669850736926187,0.04305065776478302,-0.006352150395521151,-0.20348849895885088,0.04074718386671612,92,72,0.042969757532173365
gamma,PO4,0.02905746499490767,0.043808510433397,-0.014751045438489332,-0.5399112395315991,0.00024919383441671474,92,72,0.0004129497827476987
gamma,PO7,0.04355372061636626,0.06599902073747486,-0.022445300121108604,-0.5200290571481916,0.004264497724840656,92,72,0.005047772817158328
gamma,PO8,0.04515618951887466,0.06831641843510629,-0.02316022891623163,-0.4790814530218979,0.006888880561638196,92,72,0.0076837513956733725
gamma,POz,0.026944134294924964,0.03643720556520001,-0.009493071270275048,-0.42583170773076934,0.0023131165138429214,92,72,0.0028544842085721158
gamma,Pz,0.0250723561218122,0.031842772432212875,-0.006770416310400675,-0.35373693907071235,0.0021171833868263317,92,72,0.0026694920964332007
gamma,T7,0.07444045530546557,0.11344663281794211,-0.039006177512476536,-0.700486541908979,1.9594710530414574e-05,92,72,0.00010114980128263514
gamma,T8,0.07237618188171964,0.10671651376759174,-0.0343403318858721,-0.6909614920424665,1.1400610017431475e-05,92,72,8.26544226263782e-05
gamma,TP7,0.06445747082422934,0.10151998645373181,-0.03706251562950247,-0.709583978934549,0.0002049872163502862,92,72,0.0003589571837725935
gamma,TP8,0.05814080528210632,0.09534776013530455,-0.03720695485319823,-0.7076155242762351,2.7903393457278657e-05,92,72,0.00010114980128263514
theta,AF3,0.13002149165764515,0.12363829804255684,0.006383193615088309,0.11607569953009195,0.33079408774769625,92,72,0.5136367797380377
theta,AF4,0.12386308353904195,0.12477605357596872,-0.0009129700369267663,-0.017025963660602637,0.8230202933156047,92,72,0.8679123093146377
theta,AF7,0.11427496117209253,0.11087579942001419,0.003399161752078342,0.07229746291924333,0.48342303627587924,92,72,0.6095333935652391
theta,AF8,0.11613730046824935,0.11176973200810399,0.0043675684601453685,0.0880162504068582,0.20738410478895597,92,72,0.4009426025919815
theta,C1,0.16477159960580107,0.1532959223223721,0.011475677283428964,0.19553879541499444,0.16053570201067768,92,72,0.3581181044853579
theta,C2,0.16040044326616443,0.15183505887226337,0.00856538439390106,0.15242414160062004,0.17481839544874356,92,72,0.3621238191438259
theta,C3,0.13197206847990725,0.11884565978690478,0.013126408693002467,0.2585648817954271,0.02886972481360577,92,72,0.10465275244932092
theta,C4,0.13227575267807276,0.11785406064489676,0.014421692033176003,0.2984312073131831,0.02046012076321649,92,72,0.07911246695110374
theta,C5,0.13104419040645432,0.10738837003449275,0.023655820371961567,0.5127161324696037,4.8234293408028504e-05,92,72,0.0009325296725552178
theta,C6,0.13498227857866182,0.11028090626084225,0.024701372317819575,0.5190559357050804,3.089855148009942e-05,92,72,0.0009325296725552178
theta,CP1,0.14092456633750028,0.13645419753146115,0.004470368806039127,0.08084628937154144,0.3613096377365119,92,72,0.5136367797380377
theta,CP2,0.13988820415145464,0.13301885575848876,0.006869348392965879,0.12924340234044068,0.4549447422363917,92,72,0.5996998874934254
theta,CP3,0.12883656785908615,0.12002485157906162,0.008811716280024529,0.16738517918514792,0.051970922934518236,92,72,0.1674618627890032
theta,CP4,0.12972425782826638,0.11700309563583716,0.01272116219242922,0.2552128758514234,0.06234273708621323,92,72,0.18079393755001835
theta,CP5,0.14422157886213746,0.11736213209351083,0.02685944676862663,0.5052404722514936,3.4197614405545115e-05,92,72,0.0009325296725552178
theta,CP6,0.1387418455339953,0.11492205277051457,0.02381979276348073,0.43104605044816474,0.00019968337390182533,92,72,0.0020340907080446963
theta,CPz,0.14750542766084276,0.14366216748830127,0.003843260172541496,0.06837882617392137,0.6439129059153632,92,72,0.7322931086880602
theta,Cz,0.17502692797952066,0.16130112479741612,0.013725803182104535,0.22924266906189594,0.10695685432593059,92,72,0.2819771614047261
theta,F1,0.1651024630500213,0.15756071288201332,0.007541750168007982,0.12454137906802532,0.2536599449124577,92,72,0.4458265698461377
theta,F2,0.1593693431229521,0.1588325926306299,0.0005367504923221855,0.008860283621264859,0.5431679949417374,92,72,0.6702924192898037
theta,F3,0.13635960592333476,0.12939129902819943,0.006968306895135334,0.13247517748629709,0.23227426454063482,92,72,0.42099710447990063
theta,F4,0.13548377548806712,0.12962272166953204,0.005861053818535078,0.11403786960837516,0.22333210655316338,92,72,0.417847167099467
theta,F5,0.11802268310969632,0.11396531420120673,0.004057368908489595,0.08828070593186799,0.3291491357318903,92,72,0.5136367797380377
theta,F6,0.11845611787924405,0.11642244603821644,0.0020336718410276095,0.04293488411403441,0.35610468201413403,92,72,0.5136367797380377
theta,F7,0.11914389325433665,0.11425967463085288,0.004884218623483774,0.11085333953904292,0.26627441757939674,92,72,0.4542328299883827
theta,F8,0.1254814224306431,0.11810481784260446,0.007376604588038654,0.15907749008435357,0.08280755016522089,92,72,0.228706567122991
theta,FC1,0.17414983934557976,0.16273233176564839,0.011417507579931374,0.1829827416109679,0.16961232772289048,92,72,0.3621238191438259
theta,FC2,0.16585665954332213,0.16174280853571602,0.004113851007606112,0.07097114527341176,0.3807996815299245,92,72,0.5136367797380377
theta,FC3,0.14094075448246818,0.12752128168170632,0.013419472800761861,0.25865435559776523,0.061878722777629826,92,72,0.18079393755001835
theta,FC4,0.13425635450508916,0.12743511431156504,0.00682124019352412,0.13413344150554166,0.1537336657581126,92,72,0.35666210455882125
theta,FC5,0.1226042566672539,0.10901257112812245,0.013591685539131454,0.3087369948640239,0.0130106769610762,92,72,0.05858989959456226
theta,FC6,0.12189159938159964,0.1114411319732666,0.010450467408333039,0.23331710032836195,0.009427865762010603,92,72,0.049710564926965
theta,FT7,0.1300474890485594,0.11707605205531688,0.012971436993242519,0.3008142168684456,0.019232377721170552,92,72,0.07911246695110374
theta,FT8,0.13386117754327903,0.12104710191256568,0.01281407563071335,0.27724219409914297,0.00907037103554975,92,72,0.049710564926965
theta,Fp1,0.11505364413080511,0.11166785939454492,0.0033857847362601945,0.06638562976113316,0.3772088095669882,92,72,0.5136367797380377
theta,Fp2,0.116286619357072,0.1121424889309717,0.004144130426100304,0.0781785698588615,0.3210040433213607,92,72,0.5136367797380377
theta,Fz,0.1722231375859405,0.1659896563604092,0.006233481225531301,0.09764951084998744,0.3754212285622376,92,72,0.5136367797380377
theta,O1,0.12593136698761317,0.12376969694096873,0.0021616700466444427,0.04272483958065069,0.6750997795185463,92,72,0.7529959079245324
theta,O2,0.13084515556935472,0.12049292312972394,0.010352232439630779,0.19791478683018077,0.1934114063032223,92,72,0.3868228126064446
theta,Oz,0.1355678697393416,0.13130016710130235,0.004267702638039245,0.08405948873419812,0.6133407609295987,92,72,0.7114752826783345
theta,P1,0.12175381363210146,0.1235546236643822,-0.0018008100322807474,-0.03491332544407396,0.9696036595364972,92,72,0.9696036595364972
theta,P2,0.12224023175710981,0.12037392679512864,0.0018663049619811745,0.037174240490148884,0.9142422959863542,92,72,0.9329567352135619
theta,P3,0.11876931745305865,0.11933226577797,-0.0005629483249113554,-0.010906672712787167,0.7693342997986283,92,72,0.8263220257096379
theta,P4,0.11778055793554666,0.11261249917592192,0.005168058759624741,0.10072334044451689,0.5766213182930887,92,72,0.6825313563469213
theta,P5,0.13259146878631678,0.12140737784528621,0.011184090941030567,0.1913224771780931,0.04847322131760344,92,72,0.1653792256718235
theta,P6,0.12504461187006657,0.1147301633494753,0.010314448520591268,0.1741964646841457,0.12458434747875365,92,72,0.3010788397403213
theta,P7,0.1496735227932364,0.133834286086921,0.0158392367063154,0.2491388147106662,0.013132218874643265,92,72,0.05858989959456226
theta,P8,0.14199295812812687,0.12111420176980342,0.020878756358323453,0.31851300105109465,0.007990617569893584,92,72,0.049710564926965
theta,PO3,0.12161504789934055,0.11897821094947897,0.002636836949861582,0.05188304716652672,0.5676060448216378,92,72,0.6825313563469213
theta,PO4,0.11752286529457408,0.11587582942230111,0.0016470358722729672,0.03173437428000233,0.916871274261604,92,72,0.9329567352135619
theta,PO7,0.1314984194466943,0.12696396240300098,0.0045344570436933185,0.07685835970727836,0.36656204007703286,92,72,0.5136367797380377
theta,PO8,0.12727909286197675,0.11566320263369183,0.011615890228284922,0.19871854905427924,0.12296679813775993,92,72,0.3010788397403213
theta,POz,0.12057197216378687,0.12453836675687056,-0.003966394593083691,-0.07716402301246288,0.47724026792902674,92,72,0.6095333935652391
theta,Pz,0.12529514968163025,0.12754332092313503,-0.0022481712415047816,-0.04359665563499234,0.7241716725013052,92,72,0.7924897548127491
theta,T7,0.1440434301882651,0.1212555110712087,0.022787919117056396,0.49398610015968797,0.0006625299954495037,92,72,0.005489534248010173
theta,T8,0.14813749065965212,0.12615625768087385,0.02198123297877827,0.4343414679090234,8.798450217261616e-05,92,72,0.0012757752815029343
theta,TP7,0.14821536700154664,0.13030381987259612,0.017911547128950517,0.33394670896077416,0.0067527908556974815,92,72,0.04895773370380674
theta,TP8,0.15461588595781195,0.12851675216188294,0.026099133795929014,0.42090274063344507,0.00021042317669427895,92,72,0.0020340907080446963
