region,feature,tbi_mean,control_mean,delta_tbi_minus_control,tbi_median,control_median,delta_median_tbi_minus_control,tbi_iqr,control_iqr,hedges_g,rank_biserial,u_stat,p_value,n_tbi,n_control,q_fdr,significant_fdr_0_05
occipital,sef95,27.2688679245283,28.725895316804408,-1.4570273922761068,26.25,28.0,-1.75,9.25,14.5,-0.1914409014760107,-0.0939238006133375,34864.0,0.06007302606442685,212,363,0.07281578916900225,False
temporal,abs_power_beta,5.820415455324774e-12,5.6638772952017995e-12,1.5653816012297434e-13,4.991951233414778e-12,4.541727898645143e-12,4.502233347696351e-13,3.2304903336337224e-12,4.227836358312322e-12,0.035062792907892625,0.09394978949009825,42093.0,0.06002049495191228,212,363,0.07281578916900225,False
occipital,rel_power_gamma,0.047734753291850396,0.06672246017980564,-0.018987706887955244,0.035118502382746726,0.043148530458494434,-0.008030028075747708,0.038917033039396295,0.07202303493718577,-0.3285234567209047,-0.09038931337387601,35000.0,0.07039490431624536,212,363,0.08447388517949443,False
occipital,rel_power_theta,0.13071547778895143,0.12374041772434417,0.006975060064607255,0.12418281928522026,0.11599697273987443,0.008185846545345835,0.07499088900519699,0.07975035127735042,0.11603774712839938,0.08976558033161797,41932.0,0.07235564218456092,212,363,0.0859670996252209,False
temporal,alpha_peak_frequency,9.85495283018868,9.734159779614325,0.12079305057435441,9.75,9.75,0.0,1.25,1.75,0.10624696144052623,0.08417797182805753,41717.0,0.09099267454552314,212,363,0.10705020534767427,False
occipital,rel_power_delta,0.21720306944058923,0.24008091633620804,-0.02287784689561881,0.2041729311303202,0.23528254236402663,-0.031109611233706425,0.1287421919182839,0.20620879374604062,-0.17782617264460596,-0.07557565362025054,35570.0,0.13033370302681932,212,363,0.15184509090503223,False
central,idx_log_slow_alpha_beta,-0.2901868499825749,-0.38075039033031294,0.09056354034773806,-0.31223304826896114,-0.34728131897729136,0.03504827070833022,0.7119154059070782,0.9003724885632682,0.13981137329353135,0.0730807214512188,41290.0,0.14351171907257068,212,363,0.1620686508123076,False
central,idx_slow_alpha_beta,0.8913008783365223,0.8620695330043209,0.029231345332201397,0.7318133376316226,0.7066065184693827,0.02520681916223988,0.5534447986377221,0.6243827039955662,0.044601547439213636,0.0730807214512188,41290.0,0.14351171907257068,212,363,0.1620686508123076,False
parietal,idx_log_slow_alpha_beta,-0.6549185113827932,-0.5852157525597733,-0.0697027588230199,-0.6729729179456791,-0.49059633233935873,-0.18237658560632042,0.8876528687320316,1.2307410315484681,-0.08642807702299526,-0.07289879931389365,35673.0,0.14451121364097427,212,363,0.1620686508123076,False
parietal,idx_slow_alpha_beta,0.6443814906917642,0.8505026850394539,-0.20612119434768972,0.5101911453484635,0.6122611741590039,-0.10207002881054039,0.46809150910205866,0.7018496111311996,-0.19737106710691238,-0.07289879931389365,35673.0,0.14451121364097427,212,363,0.1620686508123076,False
frontal,sef50,8.382075471698114,8.694903581267218,-0.3128281095691037,9.0,9.0,0.0,2.8125,3.75,-0.09243401514268346,-0.06996205623992935,35786.0,0.16105657393527906,212,363,0.17895174881697673,False
occipital,spectral_entropy,0.8208957084780413,0.8211743274811414,-0.00027861900310011123,0.8257325536451476,0.8411399905805612,-0.015407436935413577,0.07750133077808508,0.12711154144115877,-0.003464239132462116,-0.06349082592650346,36035.0,0.20378366480807053,212,363,0.2243489887795272,False
central,abs_power_beta,4.5324894443622846e-12,4.594939065006733e-12,-6.244962064444877e-14,3.4714202619035122e-12,3.2458710258261385e-12,2.255492360773737e-13,2.9972691734800505e-12,3.2838672913164032e-12,-0.01473421232365145,0.04652008940173613,40268.0,0.3518090305623328,212,363,0.38379166970436307,False
parietal,rel_power_delta,0.20458468613194183,0.22189177515057285,-0.01730708901863101,0.18683312240182331,0.20911847260298272,-0.022285350201159404,0.12190115615240105,0.17839559820160505,-0.14143639304085076,-0.037294038151671094,37043.0,0.4554392493083257,212,363,0.4923667560090007,False
temporal,idx_slow_alpha,2.1501752971215358,2.3192497506132765,-0.16907445349174077,1.6043143849000514,1.5297129864806258,0.07460139841942559,1.5906537287279179,1.8296224513278352,-0.06133878911508146,0.03386350641925251,39781.0,0.4979635249867608,212,363,0.5335323482001009,False
frontal,idx_log_slow_alpha_beta,-0.20143866008615946,-0.13775103412663678,-0.06368762595952268,-0.20986784141883613,-0.16684711869733257,-0.04302072272150356,0.8793073723483062,0.9793852623858618,-0.08348003923613985,-0.03303186236290867,37207.0,0.5085817148724978,212,363,0.5353491735499977,False
frontal,idx_slow_alpha_beta,0.975292612575594,1.3503480562838868,-0.3750554437082928,0.8106946298821774,0.846328989322895,-0.03563435944071758,0.7532909258420217,0.8690365638630609,-0.21571704969868877,-0.03303186236290867,37207.0,0.5085817148724978,212,363,0.5353491735499977,False
occipital,sef50,9.058962264150944,8.90977961432507,0.1491826498258746,9.25,9.25,0.0,1.5,2.5,0.05521634335641324,0.02786007588752004,39550.0,0.5766008176580293,212,363,0.6016704184257696,False
frontal,rel_power_delta,0.28250404936212975,0.2886099972661584,-0.00610594790402863,0.2657989680178462,0.2645445094443199,0.0012544585735262959,0.16383509169123917,0.19415268195104507,-0.04589889816598932,0.023831799989604496,39395.0,0.6334620413511365,212,363,0.655305560018417,False
frontal,abs_power_beta,4.861823181134053e-12,5.268094274372471e-12,-4.0627109323841835e-13,3.998457407861656e-12,3.793124295703157e-12,2.0533311215849848e-13,3.0403329152954338e-12,3.680483927552785e-12,-0.09103007564665999,-0.020609179271271927,37685.0,0.6800888823858944,212,363,0.6975270588573276,False
central,abs_power_gamma,1.1383338844115365e-12,1.3626970577654978e-12,-2.2436317335396135e-13,9.196713987150733e-13,8.974974519371277e-13,2.2173946777945675e-14,7.497455229709716e-13,6.828830338914677e-13,-0.11165047281708387,-0.013852071313477876,37945.0,0.7817321148142601,212,363,0.7949818116755187,False
temporal,abs_power_gamma,2.079009331512127e-12,2.5927233688353e-12,-5.137140373231733e-13,1.73996363743529e-12,1.6042668807887489e-12,1.3569675664654108e-13,1.511844059018003e-12,1.8987105259995565e-12,-0.14869518765556394,0.012110816570507721,38944.0,0.8086236027957503,212,363,0.815418759121765,False
parietal,sef50,9.234669811320755,9.232093663911845,0.002576147408909435,9.5,9.5,0.0,1.25,2.0,0.0010754091441089171,-0.007354852123291233,38195.0,0.8829592655949925,212,363,0.8829592655949925,False
