family,roi,roi_ru,metric,metric_ru,mean_tbi,mean_ctl,diff_mean_tbi_minus_ctl,p_perm,hedges_g,n_tbi,n_ctl,q_fdr
alpha_peak,frontal,Лобная область,paf_hz,"Пиковая частота альфа-ритма (PAF), Гц",6.415094339622642,6.881542699724518,-0.46644836010187607,0.021195760847830435,-0.2054666266059807,212,363,0.03199360127974405
alpha_peak,frontal,Лобная область,alpha_peak_amp_db,Амплитуда альфа-пика (дБ над медианой),37.20155053256066,37.60847656162525,-0.40692602906459285,0.09598080383923216,-0.14218505160973133,212,363,0.09598080383923216
alpha_peak,central,Центральная область,paf_hz,"Пиковая частота альфа-ритма (PAF), Гц",6.867924528301887,7.873278236914601,-1.0053537086127138,0.0005998800239952009,-0.32471128017139356,212,363,0.0023995200959808036
alpha_peak,central,Центральная область,alpha_peak_amp_db,Амплитуда альфа-пика (дБ над медианой),36.9723093381647,37.67233639685781,-0.7000270586931094,0.003199360127974405,-0.2514354156496018,212,363,0.00639872025594881
alpha_peak,parietal,Теменная область,paf_hz,"Пиковая частота альфа-ритма (PAF), Гц",7.245283018867925,8.292011019283747,-1.046728000415822,0.0009998000399920016,-0.3096059405015153,212,363,0.002666133439978671
alpha_peak,parietal,Теменная область,alpha_peak_amp_db,Амплитуда альфа-пика (дБ над медианой),35.3420698895297,36.330966780375014,-0.988896890845318,0.0003999200159968006,-0.31074992573665855,212,363,0.0023995200959808036
alpha_peak,occipital,Затылочная область,paf_hz,"Пиковая частота альфа-ритма (PAF), Гц",7.245283018867925,7.873278236914601,-0.6279952180466761,0.02399520095980804,-0.19463789861497338,212,363,0.03199360127974405
alpha_peak,occipital,Затылочная область,alpha_peak_amp_db,Амплитуда альфа-пика (дБ над медианой),35.05652109091515,35.66129404059697,-0.6047729496818235,0.03179364127174565,-0.18325304621638464,212,363,0.03633559002485217
